CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 273.632812 1582454963.0605
MEM 273.632812 1582454963.1609
MEM 273.632812 1582454963.2612
MEM 273.632812 1582454963.3616
MEM 273.632812 1582454963.4619
MEM 273.632812 1582454963.5622
MEM 273.632812 1582454963.6625
MEM 273.632812 1582454963.7629
MEM 273.632812 1582454963.8632
MEM 273.632812 1582454963.9636
MEM 273.632812 1582454964.0639
MEM 273.632812 1582454964.1643
MEM 273.632812 1582454964.2646
MEM 273.632812 1582454964.3650
MEM 273.632812 1582454964.4654
MEM 273.632812 1582454964.5657
MEM 273.632812 1582454964.6662
MEM 273.632812 1582454964.7665
MEM 273.632812 1582454964.8669
MEM 273.632812 1582454964.9672
MEM 273.632812 1582454965.0676
MEM 273.632812 1582454965.1679
MEM 273.632812 1582454965.2683
MEM 273.632812 1582454965.3686
MEM 273.632812 1582454965.4689
MEM 273.632812 1582454965.5693
MEM 273.632812 1582454965.6696
MEM 273.632812 1582454965.7700
MEM 273.632812 1582454965.8703
MEM 273.632812 1582454965.9706
MEM 273.632812 1582454966.0710
MEM 273.632812 1582454966.1713
MEM 273.632812 1582454966.2717
MEM 273.632812 1582454966.3720
MEM 273.632812 1582454966.4724
MEM 273.632812 1582454966.5727
MEM 273.632812 1582454966.6730
MEM 273.632812 1582454966.7734
MEM 273.632812 1582454966.8737
MEM 273.632812 1582454966.9740
MEM 273.632812 1582454967.0743
MEM 273.632812 1582454967.1746
MEM 273.632812 1582454967.2749
MEM 273.632812 1582454967.3752
MEM 273.632812 1582454967.4756
MEM 273.632812 1582454967.5760
MEM 273.632812 1582454967.6764
MEM 273.632812 1582454967.7767
MEM 273.632812 1582454967.8770
MEM 273.632812 1582454967.9774
MEM 273.632812 1582454968.0777
MEM 273.632812 1582454968.1780
MEM 273.632812 1582454968.2783
MEM 273.632812 1582454968.3786
MEM 273.632812 1582454968.4789
MEM 273.632812 1582454968.5792
MEM 273.632812 1582454968.6796
MEM 273.632812 1582454968.7799
MEM 273.632812 1582454968.8802
MEM 273.632812 1582454968.9805
MEM 273.632812 1582454969.0808
MEM 273.632812 1582454969.1811
MEM 273.632812 1582454969.2814
MEM 273.632812 1582454969.3817
MEM 273.632812 1582454969.4820
MEM 273.632812 1582454969.5823
MEM 273.632812 1582454969.6826
MEM 273.632812 1582454969.7829
MEM 273.632812 1582454969.8832
MEM 273.632812 1582454969.9837
MEM 273.632812 1582454970.0840
MEM 273.632812 1582454970.1843
MEM 273.632812 1582454970.2846
MEM 273.632812 1582454970.3850
MEM 273.632812 1582454970.4853
MEM 273.632812 1582454970.5856
MEM 273.632812 1582454970.6859
MEM 273.632812 1582454970.7862
MEM 273.636719 1582454970.8865
MEM 273.636719 1582454970.9869
MEM 273.636719 1582454971.0872
MEM 273.636719 1582454971.1875
MEM 273.636719 1582454971.2879
MEM 273.636719 1582454971.3882
MEM 273.636719 1582454971.4885
MEM 273.636719 1582454971.5887
MEM 273.636719 1582454971.6891
MEM 273.636719 1582454971.7894
MEM 273.636719 1582454971.8898
MEM 273.636719 1582454971.9901
MEM 273.636719 1582454972.0903
MEM 273.636719 1582454972.1906
MEM 273.636719 1582454972.2910
MEM 273.636719 1582454972.3913
MEM 273.636719 1582454972.4917
MEM 273.636719 1582454972.5920
MEM 273.636719 1582454972.6923
MEM 273.636719 1582454972.7927
MEM 273.636719 1582454972.8930
MEM 273.636719 1582454972.9933
MEM 273.636719 1582454973.0936
MEM 273.636719 1582454973.1939
MEM 273.636719 1582454973.2942
MEM 273.636719 1582454973.3945
MEM 273.636719 1582454973.4948
MEM 273.636719 1582454973.5950
MEM 273.636719 1582454973.6954
MEM 273.636719 1582454973.7957
MEM 273.636719 1582454973.8960
MEM 273.636719 1582454973.9963
MEM 273.636719 1582454974.0966
MEM 273.636719 1582454974.1969
MEM 273.636719 1582454974.2971
MEM 273.636719 1582454974.3974
MEM 273.636719 1582454974.4977
MEM 273.636719 1582454974.5980
MEM 274.136719 1582454974.6983
MEM 275.734375 1582454974.7985
MEM 292.617188 1582454974.8988
MEM 419.359375 1582454974.9991
MEM 663.910156 1582454975.0995
MEM 753.371094 1582454975.1999
MEM 885.886719 1582454975.3002
MEM 981.019531 1582454975.4005
MEM 1070.738281 1582454975.5008
MEM 1192.941406 1582454975.6013
MEM 1298.386719 1582454975.7019
MEM 1461.871094 1582454975.8023
MEM 1825.871094 1582454975.9027
MEM 2191.148438 1582454976.0031
MEM 280.375000 1582454976.1035
MEM 283.566406 1582454976.2038
MEM 284.785156 1582454976.3041
MEM 355.484375 1582454976.4044
MEM 601.355469 1582454976.5047
MEM 734.128906 1582454976.6051
MEM 829.261719 1582454976.7054
MEM 920.011719 1582454976.8058
MEM 1048.660156 1582454976.9063
MEM 1146.886719 1582454977.0066
MEM 1234.800781 1582454977.1069
MEM 1353.910156 1582454977.2075
MEM 1643.421875 1582454977.3079
MEM 2003.421875 1582454977.4083
MEM 286.019531 1582454977.5086
MEM 290.265625 1582454977.6089
MEM 298.265625 1582454977.7092
MEM 308.265625 1582454977.8096
MEM 316.265625 1582454977.9099
MEM 326.464844 1582454978.0102
MEM 334.464844 1582454978.1105
MEM 344.464844 1582454978.2108
MEM 352.464844 1582454978.3111
MEM 360.464844 1582454978.4114
MEM 370.464844 1582454978.5117
MEM 380.464844 1582454978.6120
MEM 388.464844 1582454978.7123
MEM 398.464844 1582454978.8126
MEM 406.464844 1582454978.9129
MEM 416.464844 1582454979.0132
MEM 424.464844 1582454979.1135
MEM 434.464844 1582454979.2138
MEM 442.464844 1582454979.3141
MEM 452.464844 1582454979.4144
MEM 460.464844 1582454979.5147
MEM 470.464844 1582454979.6150
MEM 478.464844 1582454979.7153
MEM 488.464844 1582454979.8156
MEM 496.464844 1582454979.9159
MEM 504.464844 1582454980.0162
MEM 514.464844 1582454980.1165
MEM 522.464844 1582454980.2168
MEM 532.464844 1582454980.3171
MEM 540.464844 1582454980.4174
MEM 550.464844 1582454980.5177
MEM 558.464844 1582454980.6180
MEM 568.464844 1582454980.7183
MEM 576.464844 1582454980.8186
MEM 586.464844 1582454980.9189
MEM 594.464844 1582454981.0192
MEM 604.464844 1582454981.1195
MEM 612.464844 1582454981.2198
MEM 622.464844 1582454981.3201
MEM 630.464844 1582454981.4204
MEM 638.464844 1582454981.5207
MEM 648.464844 1582454981.6210
MEM 658.464844 1582454981.7213
MEM 666.464844 1582454981.8216
MEM 676.464844 1582454981.9218
MEM 684.464844 1582454982.0221
MEM 694.464844 1582454982.1224
MEM 702.464844 1582454982.2227
MEM 712.464844 1582454982.3230
MEM 720.464844 1582454982.4233
MEM 730.464844 1582454982.5236
MEM 738.464844 1582454982.6239
MEM 748.464844 1582454982.7242
MEM 756.464844 1582454982.8245
MEM 766.464844 1582454982.9248
MEM 774.464844 1582454983.0252
MEM 784.464844 1582454983.1255
MEM 792.464844 1582454983.2258
MEM 802.464844 1582454983.3261
MEM 812.464844 1582454983.4264
MEM 820.464844 1582454983.5267
MEM 830.464844 1582454983.6270
MEM 838.464844 1582454983.7273
MEM 848.464844 1582454983.8276
MEM 856.464844 1582454983.9279
MEM 866.464844 1582454984.0282
MEM 874.464844 1582454984.1285
MEM 884.464844 1582454984.2288
MEM 892.464844 1582454984.3291
MEM 902.464844 1582454984.4294
MEM 910.464844 1582454984.5297
MEM 920.464844 1582454984.6300
MEM 928.464844 1582454984.7303
MEM 938.464844 1582454984.8306
MEM 946.464844 1582454984.9309
MEM 956.464844 1582454985.0312
MEM 964.464844 1582454985.1315
MEM 972.464844 1582454985.2318
MEM 982.464844 1582454985.3321
MEM 990.464844 1582454985.4324
MEM 1000.464844 1582454985.5327
MEM 1008.464844 1582454985.6330
MEM 1018.464844 1582454985.7333
MEM 1026.464844 1582454985.8336
MEM 1036.464844 1582454985.9339
MEM 1044.464844 1582454986.0342
MEM 1052.464844 1582454986.1345
MEM 1062.464844 1582454986.2348
MEM 1072.464844 1582454986.3351
MEM 1080.464844 1582454986.4355
MEM 1088.464844 1582454986.5358
MEM 1098.464844 1582454986.6361
MEM 1106.464844 1582454986.7364
MEM 1116.464844 1582454986.8367
MEM 1124.464844 1582454986.9370
MEM 1134.464844 1582454987.0373
MEM 1142.464844 1582454987.1377
MEM 1152.464844 1582454987.2380
MEM 1160.464844 1582454987.3383
MEM 1170.464844 1582454987.4387
MEM 1178.464844 1582454987.5390
MEM 1188.464844 1582454987.6393
MEM 1196.464844 1582454987.7396
MEM 1202.632812 1582454987.8399
MEM 1220.660156 1582454987.9403
MEM 1348.792969 1582454988.0406
MEM 1591.828125 1582454988.1409
MEM 1679.742188 1582454988.2412
MEM 1811.226562 1582454988.3415
MEM 1904.812500 1582454988.4419
MEM 1994.015625 1582454988.5423
MEM 2118.539062 1582454988.6428
MEM 2221.921875 1582454988.7431
MEM 2383.867188 1582454988.8436
MEM 2747.867188 1582454988.9441
MEM 3110.765625 1582454989.0445
MEM 440.273438 1582454989.1449
MEM 440.023438 1582454989.2453
MEM 439.523438 1582454989.3457
MEM 437.031250 1582454989.4460
