CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 272.804688 1582454340.7439
MEM 272.804688 1582454340.8442
MEM 272.804688 1582454340.9445
MEM 272.804688 1582454341.0448
MEM 272.804688 1582454341.1452
MEM 272.804688 1582454341.2454
MEM 272.804688 1582454341.3458
MEM 272.804688 1582454341.4460
MEM 273.210938 1582454341.5463
MEM 274.035156 1582454341.6466
MEM 402.335938 1582454341.7469
MEM 648.765625 1582454341.8472
MEM 740.546875 1582454341.9476
MEM 874.351562 1582454342.0479
MEM 965.359375 1582454342.1484
MEM 1098.781250 1582454342.2488
MEM 1452.781250 1582454342.3493
MEM 275.855469 1582454342.4496
MEM 278.792969 1582454342.5499
MEM 281.558594 1582454342.6501
MEM 314.625000 1582454342.7504
MEM 426.773438 1582454342.8509
MEM 660.785156 1582454342.9512
MEM 749.214844 1582454343.0516
MEM 879.410156 1582454343.1519
MEM 974.027344 1582454343.2523
MEM 1096.890625 1582454343.3527
MEM 1452.890625 1582454343.4532
MEM 282.871094 1582454343.5535
MEM 288.851562 1582454343.6538
MEM 296.851562 1582454343.7540
MEM 306.851562 1582454343.8543
MEM 314.851562 1582454343.9547
MEM 324.851562 1582454344.0549
MEM 332.851562 1582454344.1553
MEM 342.851562 1582454344.2556
MEM 350.851562 1582454344.3559
MEM 360.851562 1582454344.4562
MEM 368.851562 1582454344.5565
MEM 378.851562 1582454344.6568
MEM 386.851562 1582454344.7571
MEM 396.851562 1582454344.8574
MEM 404.886719 1582454344.9577
MEM 414.886719 1582454345.0580
MEM 422.886719 1582454345.1583
MEM 432.886719 1582454345.2586
MEM 438.886719 1582454345.3590
MEM 448.886719 1582454345.4593
MEM 456.886719 1582454345.5596
MEM 466.886719 1582454345.6599
MEM 472.886719 1582454345.7603
MEM 480.886719 1582454345.8605
MEM 490.886719 1582454345.9608
MEM 498.886719 1582454346.0611
MEM 508.886719 1582454346.1614
MEM 516.886719 1582454346.2617
MEM 526.886719 1582454346.3620
MEM 534.886719 1582454346.4623
MEM 544.886719 1582454346.5626
MEM 552.886719 1582454346.6629
MEM 562.886719 1582454346.7632
MEM 570.886719 1582454346.8636
MEM 580.886719 1582454346.9639
MEM 588.886719 1582454347.0642
MEM 598.886719 1582454347.1645
MEM 606.886719 1582454347.2649
MEM 616.886719 1582454347.3652
MEM 624.886719 1582454347.4655
MEM 634.886719 1582454347.5658
MEM 642.886719 1582454347.6661
MEM 650.886719 1582454347.7664
MEM 658.886719 1582454347.8668
MEM 666.886719 1582454347.9671
MEM 676.886719 1582454348.0674
MEM 684.886719 1582454348.1677
MEM 692.886719 1582454348.2679
MEM 702.886719 1582454348.3682
MEM 710.886719 1582454348.4685
MEM 720.886719 1582454348.5688
MEM 728.886719 1582454348.6690
MEM 736.886719 1582454348.7693
MEM 746.886719 1582454348.8696
MEM 754.886719 1582454348.9699
MEM 764.886719 1582454349.0702
MEM 772.886719 1582454349.1705
MEM 782.886719 1582454349.2708
MEM 790.886719 1582454349.3711
MEM 800.886719 1582454349.4715
MEM 808.886719 1582454349.5717
MEM 818.886719 1582454349.6720
MEM 826.886719 1582454349.7724
MEM 836.886719 1582454349.8727
MEM 844.886719 1582454349.9730
MEM 854.886719 1582454350.0733
MEM 862.886719 1582454350.1736
MEM 870.886719 1582454350.2740
MEM 878.886719 1582454350.3742
MEM 886.886719 1582454350.4745
MEM 893.984375 1582454350.5749
MEM 894.742188 1582454350.6752
MEM 1020.035156 1582454350.7756
MEM 1265.390625 1582454350.8759
MEM 1356.140625 1582454350.9763
MEM 1489.429688 1582454351.0766
MEM 1582.242188 1582454351.1769
MEM 1704.757812 1582454351.2773
MEM 2062.757812 1582454351.3778
MEM 284.804688 1582454351.4781
MEM 284.554688 1582454351.5785
MEM 283.804688 1582454351.6789
MEM 283.812500 1582454351.7792
