CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 270.476562 1582453258.9677
MEM 270.476562 1582453259.0680
MEM 270.476562 1582453259.1683
MEM 270.476562 1582453259.2686
MEM 270.476562 1582453259.3689
MEM 270.476562 1582453259.4692
MEM 270.476562 1582453259.5695
MEM 270.476562 1582453259.6698
MEM 270.476562 1582453259.7702
MEM 270.476562 1582453259.8706
MEM 270.476562 1582453259.9709
MEM 270.476562 1582453260.0712
MEM 270.476562 1582453260.1716
MEM 270.476562 1582453260.2718
MEM 270.476562 1582453260.3721
MEM 270.476562 1582453260.4724
MEM 270.476562 1582453260.5727
MEM 270.476562 1582453260.6730
MEM 270.476562 1582453260.7733
MEM 270.476562 1582453260.8736
MEM 270.476562 1582453260.9739
MEM 270.476562 1582453261.0742
MEM 270.476562 1582453261.1745
MEM 270.476562 1582453261.2748
MEM 270.476562 1582453261.3751
MEM 270.476562 1582453261.4754
MEM 270.476562 1582453261.5757
MEM 270.476562 1582453261.6760
MEM 270.476562 1582453261.7763
MEM 270.476562 1582453261.8766
MEM 270.476562 1582453261.9769
MEM 270.476562 1582453262.0772
MEM 270.476562 1582453262.1775
MEM 270.476562 1582453262.2778
MEM 270.476562 1582453262.3781
MEM 270.476562 1582453262.4784
MEM 270.476562 1582453262.5787
MEM 270.476562 1582453262.6790
MEM 270.476562 1582453262.7793
MEM 270.476562 1582453262.8797
MEM 270.476562 1582453262.9800
MEM 270.476562 1582453263.0803
MEM 270.476562 1582453263.1806
MEM 270.476562 1582453263.2809
MEM 270.476562 1582453263.3811
MEM 270.476562 1582453263.4815
MEM 270.476562 1582453263.5818
MEM 270.476562 1582453263.6822
MEM 270.476562 1582453263.7826
MEM 270.476562 1582453263.8829
MEM 270.476562 1582453263.9833
MEM 270.476562 1582453264.0837
MEM 270.476562 1582453264.1840
MEM 270.476562 1582453264.2843
MEM 270.476562 1582453264.3846
MEM 270.476562 1582453264.4849
MEM 270.871094 1582453264.5853
MEM 270.937500 1582453264.6859
MEM 270.976562 1582453264.7862
MEM 303.226562 1582453264.8866
MEM 476.816406 1582453264.9870
MEM 718.585938 1582453265.0874
MEM 705.929688 1582453265.1877
MEM 271.210938 1582453265.2880
MEM 274.632812 1582453265.3883
MEM 277.535156 1582453265.4887
MEM 295.320312 1582453265.5890
MEM 429.640625 1582453265.6894
MEM 686.089844 1582453265.7899
MEM 697.902344 1582453265.8903
MEM 888.957031 1582453265.9909
MEM 282.105469 1582453266.0912
MEM 292.105469 1582453266.1916
MEM 300.105469 1582453266.2920
MEM 310.105469 1582453266.3924
MEM 318.105469 1582453266.4928
MEM 328.105469 1582453266.5931
MEM 336.105469 1582453266.6935
MEM 346.105469 1582453266.7938
MEM 356.105469 1582453266.8941
MEM 364.105469 1582453266.9945
MEM 374.105469 1582453267.0948
MEM 382.105469 1582453267.1951
MEM 392.105469 1582453267.2955
MEM 402.136719 1582453267.3958
MEM 410.136719 1582453267.4961
MEM 420.136719 1582453267.5964
MEM 428.136719 1582453267.6968
MEM 438.136719 1582453267.7971
MEM 448.136719 1582453267.8975
MEM 456.136719 1582453267.9978
MEM 466.136719 1582453268.0982
MEM 474.136719 1582453268.1985
MEM 484.136719 1582453268.2988
MEM 492.136719 1582453268.3992
MEM 502.136719 1582453268.4996
MEM 512.136719 1582453268.5999
MEM 520.136719 1582453268.7002
MEM 530.136719 1582453268.8006
MEM 538.136719 1582453268.9009
MEM 548.136719 1582453269.0013
MEM 556.136719 1582453269.1016
MEM 566.136719 1582453269.2020
MEM 576.136719 1582453269.3023
MEM 584.136719 1582453269.4027
MEM 585.253906 1582453269.5030
MEM 681.398438 1582453269.6034
MEM 992.882812 1582453269.7038
MEM 947.855469 1582453269.8042
MEM 1159.132812 1582453269.9047
MEM 487.179688 1582453270.0050
MEM 487.179688 1582453270.1054
MEM 486.929688 1582453270.2058
MEM 0.000000 1582453270.3061
